-1.072400079999999978e+00	-6.655594606000000413e-01	-1.472541861000000063e+00	-6.866227491999999932e-01	3.042240515999999895e-01	-2.882797999999999750e-01	-1.117470141999999944e+00	7.139761828999999782e-01	-2.939277501999999931e+00	1.773756281999999962e-01	-2.557389486999999892e-02	1.378406612999999892e+00	-1.613583412000000120e-02	1.648805327999999903e+00	-9.903970163999999965e-01	-3.019495005999999968e-02	1.083655341000000050e+00	3.889231350999999837e-01	-3.726018090000000060e-01	3.759905275000000047e-01	2.275861201000000111e+00	-3.583595924999999956e-03	-2.143980831999999989e-02	-2.662195249000000041e-01
-1.077077178999999996e+00	-9.191556803000000553e-01	-1.099053210999999974e+00	-3.098278589999999832e-01	5.841731166000000419e-01	7.367571432999999725e-01	-1.340231273999999972e+00	3.771597600000000106e-01	-6.639023871000000465e-01	-1.301218462000000020e+00	1.016676413999999973e+00	8.615935434999999476e-01	1.064752683000000033e+00	-3.225489237999999981e-01	1.518649893000000028e-01	-4.275120454999999930e-01	4.607465843999999922e-01	-3.762756637999999931e-01	-1.606793491999999990e+00	1.189908253000000027e+00	1.732737761999999959e+00	-7.464413933000000334e-01	-1.048835556000000002e+00	-3.675137461999999910e-01
-8.840077856000000400e-01	-1.150388890000000108e+00	-1.043783971999999949e+00	-4.919412204999999982e-01	9.450541972999999540e-01	1.165236230999999956e+00	-1.523781814999999984e+00	-8.396806749999999875e-01	1.941833448999999989e-01	-2.651767606000000055e-01	7.500425806999999612e-01	3.098828543000000102e-01	1.142961311000000091e+00	-8.172660310000000317e-02	1.095376574000000103e+00	-1.025610753000000042e+00	2.398855973999999946e+00	1.059908746999999929e+00	-4.325008913999999760e-01	2.852998589999999890e-02	-1.394536372000000080e-01	-1.165335302999999934e-01	-5.112883597999999807e-01	-1.885846845999999966e-01
-7.125328106999999633e-01	-8.859994772000000518e-01	-1.342872273000000005e+00	-5.722443306000000174e-01	9.168937847999999446e-01	7.819252221000000391e-01	-9.915197381999999449e-01	-1.045627999000000030e-01	6.949783135999999632e-03	1.274788008000000028e+00	-2.979461689999999829e-01	5.778499652999999903e-01	-1.369954558000000100e+00	2.838859558999999866e-01	5.879876742000000184e-02	7.873584516999999616e-01	-7.552195528999999796e-01	2.057150596000000053e+00	1.226587284999999916e+00	8.115892578000000190e-01	4.973600463000000249e-01	-1.345470088999999980e+00	-5.337006692000000052e-02	1.708036295000000093e+00
-8.066189016000000489e-01	-7.660676198000000436e-01	-1.782534339999999995e+00	-5.606584060000000536e-01	7.425705290999999875e-01	-2.207176408000000034e-01	-1.489845807000000022e+00	3.241929263000000172e-01	5.261489778000000284e-01	1.466744607999999894e-01	-7.411534537999999728e-01	2.091240514999999911e-01	-6.381269659999999622e-01	-1.671916205000000044e+00	-2.096478304999999931e-01	3.814391644999999831e-01	1.618972354000000058e+00	3.993665021000000204e-01	6.938313645999999446e-01	-8.926693374999999930e-01	5.160137586999999915e-01	-1.417914560999999907e+00	-7.989946240999999949e-01	-1.685895796000000058e+00
-7.188507064000000391e-01	-1.104777400999999992e+00	-1.902250803999999906e+00	-2.384215030999999874e-01	5.143269193000000322e-02	1.074317371000000021e+00	-7.595011741999999622e-01	-4.241223073000000010e-01	-9.063152877000000274e-01	8.464236475999999954e-01	1.225834764000000021e+00	6.344750533999999886e-01	-2.043188656999999964e+00	-1.180653190999999991e+00	-6.518165686999999320e-02	5.951138856000000310e-02	2.294129014000000077e-01	-7.184172552000000350e-03	8.376970393999999542e-01	-5.005019120000000488e-01	2.102441929999999903e+00	6.040032944000000015e-01	-2.030687503999999866e+00	-2.195635427000000028e-01
-6.242433023000000247e-01	-1.147402910000000054e+00	-1.694333112999999891e+00	-4.606215980999999737e-01	5.983787426000000131e-01	-3.417438416999999951e-01	-1.130965285000000042e+00	4.883078214000000083e-02	-1.646908551000000054e-01	4.419926990999999972e-01	2.343973271999999941e+00	4.094226320000000086e-01	-4.349845732999999687e-02	-7.559450126000000214e-01	5.633913672999999456e-01	1.319429490000000094e+00	1.789388683000000091e+00	2.065008977999999829e+00	1.181712475999999956e+00	-6.931512511999999848e-01	-5.946900349000000530e-01	4.394948443999999732e-01	2.937239367999999740e-01	-5.142705073000000127e-01
-5.628622661000000083e-01	-1.359105529999999895e+00	-1.581850133999999963e+00	-3.326748512000000102e-01	6.652055832000000057e-01	-2.936958854999999757e-01	-1.541260572000000106e+00	7.180068299000000320e-02	-1.030835618000000009e+00	-7.768378891999999647e-01	-5.068668575000000454e-01	-2.506184258000000113e-03	-8.714462959000000009e-01	7.159193968999999491e-01	5.064574130000000229e-01	2.830705334000000128e+00	-1.625984805999999949e+00	2.200991499000000129e+00	1.333843893999999919e+00	8.423100688000000336e-01	1.288580978999999960e-01	9.100658573000000029e-01	-3.814345398999999803e-01	-4.254985143000000053e-02
-6.599317376000000124e-01	-1.237190427000000037e+00	-9.245366297999999539e-01	2.553464447000000082e-01	5.121644626000000367e-01	1.383601966999999933e+00	-9.278216112999999599e-01	-2.151540123000000027e-01	-2.498969128999999900e-01	-1.364574399000000049e-01	1.774104474999999903e+00	-2.095457863000000087e-01	-1.291083747999999920e+00	6.785692825000000372e-01	1.122551617000000057e+00	1.449810741999999930e+00	1.202113952000000013e-01	-1.112123898000000111e+00	1.476051798999999942e+00	-9.276919447000000485e-01	2.055448124000000210e+00	5.279569049000000236e-01	-2.674917730999999965e-01	1.693318769000000112e-01
-4.953171620999999858e-01	-1.390269114000000084e+00	-5.024092016000000216e-01	1.423026558000000108e+00	5.710086752999999904e-01	-5.938603529999999520e-01	-5.758859479000000281e-01	-2.273265577999999953e-01	-1.104570438999999960e+00	9.903256873999999321e-02	8.777362151999999751e-03	-2.295056132000000138e-01	1.046498944999999958e+00	2.061108702999999931e+00	1.769148994999999891e+00	6.415311515999999603e-01	8.066282696000000030e-01	-9.891999915000000421e-01	-4.276232817999999769e-01	-3.419299726000000345e-02	3.691683644000000042e-01	2.064638530999999944e+00	5.349938774000000397e-01	9.681587096999999531e-01
-5.690177706000000279e-01	-1.110014381999999911e+00	-1.801327256999999959e-01	1.312640040000000008e+00	7.501989493999999814e-01	-2.283400120000000089e-01	-5.468158641999999459e-01	-3.131998907999999915e-01	-4.553834107999999992e-01	-4.908218081999999871e-01	-3.790719318999999921e-01	-6.081075674999999459e-01	9.067367066000000531e-01	-5.518810030999999894e-01	1.831757713000000010e+00	1.212359313999999966e+00	-2.690501135000000071e-02	-1.315465571999999916e+00	-4.344500122000000131e-01	-9.348664360999999756e-01	1.215881731000000077e+00	-1.304900702000000079e+00	3.824854603999999769e-01	1.400533099000000004e+00
-5.054299738999999958e-01	-1.290173078000000029e+00	-3.208750872000000198e-01	1.199982432000000099e+00	4.723071743000000211e-01	1.783271486000000072e+00	-4.634513653999999816e-01	-1.998080815000000121e-02	5.605797107000000112e-01	-9.416885944000000230e-02	4.235901162999999858e-01	-7.519203818999999900e-01	-5.344623324999999703e-01	-5.374115095000000508e-01	7.517363356999999802e-01	-8.547439476999999508e-01	1.011427679999999940e+00	-1.872167678000000057e+00	-6.489575189999999827e-01	-1.615297752999999892e+00	1.378758919000000027e+00	-4.847361317000000169e-01	-1.012124510999999893e+00	7.093808966000000327e-01
-3.750142913999999772e-01	-1.264932146999999896e+00	-4.952382430999999752e-01	1.305052947999999935e+00	5.380776761000000130e-01	4.404814489000000166e-01	-1.043157982000000095e+00	-5.254629187999999562e-01	-7.588781055000000109e-01	2.184270044999999882e+00	3.918008591000000096e-01	-4.672159666999999711e-02	1.267153419000000003e-01	9.919906353999999871e-01	7.335624304000000206e-01	-8.531031860000000133e-01	-3.082106055000000122e-02	-1.099184678000000082e+00	-3.346978771999999935e-01	3.447830499000000271e-01	-1.573077086999999930e-01	-1.244689135000000002e+00	-2.818555873999999961e-01	4.928787057999999832e-01
