-2.602794590999999991e-01	-1.646179472000000032e+00	-1.873675988000000014e+00	2.060917616000000063e-01	-6.025123476999999506e-01	-1.237257022999999956e+00	-3.769918252000000192e-01	-2.824919822000000025e+00	-1.882880257999999918e+00	-1.026928746999999920e+00	-1.033711199999999941e+00	-1.037996404999999900e+00	-7.177404797999999975e-01	-2.064429685999999986e+00	-3.001980502999999967e+00	-4.461144797000000106e-01	-6.703859182000000416e-01	9.013325925999999821e-01
4.094145014000000193e-01	-1.914944388000000108e+00	-1.904951092999999984e+00	-2.440743274999999990e+00	9.949803753000000528e-01	-2.248853656000000090e+00	-9.146552731999999519e-01	-5.957084589000000152e-01	-5.352462866999999624e-01	-3.705483997999999696e-02	-1.550201919000000039e+00	-3.295078284000000135e+00	-1.286095484999999927e+00	-8.258505293000000247e-01	-8.800868759000000097e-01	9.316793930000000223e-01	-2.797415594999999922e+00	-4.553993821000000275e-01
1.474068014999999898e-01	-2.564563020000000026e+00	-1.666060349000000107e+00	-2.431077560999999942e+00	5.149621170000000525e-01	-1.877110430000000107e+00	1.026673575000000005e+00	-1.674264637999999916e+00	-1.649588859000000074e+00	-9.763361837999999793e-01	-1.445713529000000053e+00	-1.667077742999999890e+00	5.450527699999999642e-01	-3.550261766000000208e-01	3.914941138999999959e-01	7.845547749000000293e-01	-2.431586175000000072e+00	-4.801569801000000193e-01
-1.309021680000000076e+00	-2.062131917999999953e+00	-1.207728370999999967e+00	-2.526019884000000104e+00	-5.777348279999999781e-02	-1.802002891999999967e+00	6.065756971000000330e-01	-2.309831754000000181e+00	-2.151850349000000051e+00	-1.021018517999999986e+00	-9.433401958999999559e-01	-7.444717051000000474e-01	9.939718491000000267e-01	4.166650398999999783e-01	2.507644738000000206e+00	8.002197219000000139e-01	-9.608995966000000166e-01	3.133232857000000093e-01
-1.520197844999999992e+00	-9.322829839999999813e-01	-8.281471624999999781e-01	-1.986890464000000023e+00	-9.281934684999999519e-01	-1.945964239999999901e-01	-7.537211700999999486e-01	-6.287763276000000179e-01	-8.123124238000000163e-01	-9.809440761000000342e-02	3.141041272000000273e-01	-3.428740574999999957e-01	-1.212247134999999920e+00	2.520336933999999918e+00	-6.297685752999999942e-02	9.939756967999999748e-01	1.294188804000000026e+00	-1.321044977999999981e+00
6.308640192000000146e-01	-3.343876075000000170e-01	-1.053079337000000004e+00	1.076367609000000031e-01	1.296520853000000084e+00	-2.474284823000000022e-01	8.913907206000000194e-01	-3.383338871000000220e-02	-1.243546623000000073e+00	2.952528694000000065e-01	7.511918470999999764e-01	-7.742525380000000457e-01	-1.182840134000000099e+00	2.415319294000000117e-01	-3.951788050999999746e-01	1.582484336999999908e+00	1.556364633999999914e+00	-9.521511943999999561e-01
-1.270268624999999929e+00	7.573730045000000022e-01	-7.585243016999999588e-01	1.088927900999999920e+00	8.755684964000000070e-01	-3.205809354999999972e-01	-3.373725470999999754e-01	1.363930785999999951e-01	-1.522302735000000129e-01	-8.345517382999999567e-01	1.037756646000000060e+00	3.462739373000000009e-01	1.343102003000000044e+00	-1.061349637999999956e-01	1.407959750000000065e+00	3.030262043000000016e+00	1.352265837000000026e+00	4.081165990999999771e-01
1.148852746000000036e-01	1.095021111999999963e+00	-2.456303995999999934e-01	3.146817211999999864e-01	-1.039040819000000004e+00	8.886633788000000145e-01	-1.089935421999999932e+00	-2.382680889000000080e-01	-3.180949099000000002e-01	5.899699910000000269e-01	1.882145965999999948e+00	1.370698927999999928e+00	5.106929675000000390e-01	2.329327097999999818e+00	1.384532686999999929e-01	2.186333256999999808e+00	-6.835007187999999623e-01	3.033264173999999924e-01
4.271867904000000160e-01	7.829493948000000314e-01	8.365388499000000477e-01	1.333212413999999901e+00	1.405283499999999963e-01	7.576545941000000228e-01	1.980132824000000014e+00	-2.896178716999999736e-01	-1.914771621999999951e-01	1.308478784999999922e+00	-4.119074194999999827e-01	7.208508063999999882e-01	-4.752458375999999984e-01	4.360935142999999847e-01	1.362996960999999896e+00	1.653535629000000062e+00	-3.936956555000000191e-01	3.918342105000000020e-01
-4.136496555999999991e-01	3.229349665000000313e-02	1.756009807000000089e+00	1.474341737000000041e+00	1.021474225000000013e-01	6.243776977999999644e-01	1.261072693999999994e-01	-6.826183641999999940e-01	9.211011653999999771e-01	-1.203917198000000077e+00	-1.231751802000000007e+00	-1.523175699000000050e-01	2.030122959000000005e-01	-4.156507830000000236e-01	9.001652694999999760e-01	6.481024242999999796e-01	1.850850821999999951e+00	1.425142738000000076e-01
