-5.743918706999999735e-01	-3.430209698000000196e-01	1.237153653000000020e+00	1.146695586000000100e+00	-1.404488167000000010e+00	-3.205348108000000140e-01	1.438878445000000061e+00	-4.021325734000000263e-01	-1.277538993999999956e-02	9.952434384000000134e-02	-2.208819939000000065e+00	6.199421444000000059e-02	-1.512805643000000089e+00	-9.663053229000000410e-01	1.973882968000000016e-02	1.569569532000000045e+00	4.344323686000000073e-01	-2.492974089999999976e-01	1.295321318000000055e+00
-1.580638752000000091e-01	3.026845159000000063e-01	1.087086057999999911e+00	-9.975063291000000332e-01	-1.119606930000000000e+00	2.575849480999999885e-01	1.189647316999999926e+00	-5.259378708999999930e-01	2.352057721999999962e-01	1.187026593999999935e-01	-1.272503474000000079e+00	1.974569067000000011e+00	-6.770601451000000104e-01	2.439897795000000036e-01	1.061447537999999913e+00	-1.465504797000000137e-01	5.749428428999999729e-01	1.415442225999999915e+00	2.450238080000000096e-01
-2.916233830000000138e-01	-1.105459564000000006e+00	1.207715050000000012e+00	9.577266958000000274e-01	1.311669374999999915e+00	1.799472332999999979e+00	3.801655941000000039e-01	-1.639370327999999932e-01	-1.596669058000000085e-01	-5.661792606999999783e-02	-5.457612183000000172e-01	8.841362927000000482e-01	-1.373343075000000024e-01	-8.835169028999999563e-01	3.126088772999999765e-01	1.493665771000000086e+00	-3.084451858999999740e-01	8.718506760999999994e-01	8.423920799999999875e-01
-9.399286260000000448e-01	1.058167977000000065e-01	7.759744388000000548e-01	-1.214196711000000040e+00	-4.021557008000000155e-01	5.048557136000000334e-01	1.067761020999999921e+00	2.988794464000000262e-01	-1.226294167999999907e+00	1.426108577000000099e-01	-1.827181610000000012e+00	1.610926969999999958e+00	4.223128105999999771e-01	-1.298203886000000029e+00	2.921195317999999985e-01	-9.541494226000000189e-01	1.592123858000000017e-02	5.228154901999999549e-01	2.601992846999999776e-01
-9.845257782999999874e-01	1.158646539000000031e+00	5.198451852000000040e-01	4.760064789999999824e-01	9.711335298000000060e-01	1.359046570999999926e+00	6.331589974000000343e-01	1.642133273000000004e+00	-1.564850853000000042e+00	-7.338039773000000210e-01	-1.320851739999999941e+00	-8.367987628999999927e-01	-1.052608243000000110e+00	-2.765124473000000194e-01	1.747198510999999899e+00	-8.183717977000000143e-01	-4.723892465999999790e-01	2.990528655999999952e-01	8.030199826999999679e-01
-5.090035298999999736e-01	-7.372959088999999633e-01	6.456665305000000021e-01	1.064423632000000008e+00	-1.389778772000000107e+00	2.736153962000000273e-01	8.857395513000000387e-01	1.254588341000000051e+00	-1.742783363999999890e+00	5.106543320999999691e-02	-6.091004677000000367e-01	-9.415379173000000546e-02	-7.790862333000000417e-01	-8.689928701000000366e-01	3.673149856999999990e-02	1.366883915000000060e+00	-2.028458906000000006e+00	2.422922915000000010e+00	9.318780679000000511e-01
-2.229865732000000100e-01	-1.914382434000000133e-01	8.056066389999999577e-01	-7.936243981999999697e-01	-6.847112086000000097e-01	-3.088213462000000131e-01	1.769788404000000037e+00	-1.107316256000000054e+00	-8.461505111999999551e-01	1.486988755999999912e+00	-2.237787302000000117e-02	9.733271261000000507e-01	-2.305273664999999972e-01	-1.110400151999999974e+00	8.909229889999999985e-01	-7.856468038999999681e-01	-1.552845784999999923e+00	2.182414597000000178e+00	1.356176684000000021e-01
-4.039853836000000253e-01	4.099147753999999866e-01	6.282808501000000101e-01	4.229647497999999839e-01	2.889323684999999919e+00	2.118693105999999826e+00	8.495869778000000316e-01	-1.283797279000000069e+00	-1.241917211000000076e+00	-3.736233002000000081e-01	7.207665127000000005e-02	-4.613836425000000241e-01	4.385315330999999817e-01	-4.706238688000000114e-01	9.431184421999999623e-01	-9.352744001000000418e-02	-5.281715473000000438e-01	7.145534457000000117e-01	5.398521189999999637e-01
-4.260230783999999771e-01	9.019971800000000164e-03	4.981676756999999789e-01	2.640145366000000160e-01	-7.982924911000000012e-01	-1.027722073999999930e+00	1.337646636000000111e+00	-5.176792719999999681e-01	-1.845153419000000072e+00	1.678429442999999965e+00	-1.240969385000000091e+00	-1.157459690999999902e+00	-1.539138485999999917e+00	-6.785692144999999620e-01	4.812578158999999967e-01	-1.576918317999999875e-01	5.405474563000000066e-01	-5.467847568999999464e-01	1.241837577999999942e+00
8.680456291999999463e-01	1.507381653000000044e-01	7.391191111999999563e-01	-1.460524479999999903e+00	-1.502065592999999977e+00	-5.553178865000000242e-01	4.119935942999999878e-01	9.864727198000000641e-02	5.887266018000000267e-01	1.673618918000000066e+00	-6.992010349999999708e-02	9.963161943999999937e-02	-1.833942857999999898e+00	1.488121229999999962e+00	1.616091471999999973e-01	-1.492865902999999994e+00	-1.047777061999999981e+00	5.307040227999999527e-01	1.979398374000000072e+00
