-2.113545037000000182e+00	-1.819388406000000069e+00	6.910438453999999675e-01	-1.813763615999999912e+00	2.837353716000000081e-01	-1.151314422000000004e+00	-2.443313383000000005e+00	-2.355212504999999901e+00	-5.658783614000000295e-01	-1.211603669999999910e+00	-9.175106211000000345e-01	-1.445880067999999907e+00	1.112472176999999895e+00	-1.502286996999999902e+00	-2.248573370999999987e+00
-1.522218347999999999e+00	5.805149832999999537e-01	-1.595353258999999913e+00	3.229486384999999959e-01	-1.301840936999999920e+00	-1.564761539999999895e+00	-1.504561650000000084e+00	6.158528114999999893e-03	-1.498460474000000042e+00	-2.364676638000000164e+00	-8.145140391999999840e-01	-9.593722662000000456e-01	-4.420076666000000154e-01	9.128500701999999745e-01	-2.542064181000000200e+00
-3.246476661000000097e-01	-8.739581779999999744e-01	-7.929072915000000277e-02	-1.803658704999999918e+00	1.850698262999999899e-01	-1.975918020999999913e-01	-1.982542604000000042e+00	-5.630353136000000314e-01	-1.707084083999999891e+00	-1.757951113999999926e+00	1.014054296999999938e+00	4.998820350000000023e-01	-1.538637167000000083e+00	-1.784135095999999976e+00	-4.382062502999999887e-01
-1.600624655000000063e+00	1.227516606000000010e+00	4.911123568999999911e-01	-2.000970446999999819e+00	-1.069676081999999973e+00	-1.410350825000000086e+00	4.194216605000000153e-01	-2.237824586999999976e+00	-9.528116942000000034e-01	-1.609551613999999908e+00	-1.378376011999999928e+00	-7.062789656000000305e-01	3.371096769999999965e-01	5.810280891000000336e-01	-1.244075277000000090e+00
-1.686060726000000010e+00	-3.418406935000000146e-01	1.046698840999999991e+00	-1.031949615999999903e+00	1.231446028999999970e-01	5.061860574000000002e-01	-1.424170842000000103e+00	1.077165179999999972e-01	-1.459821849999999976e+00	-1.780937379000000043e+00	9.151271458999999941e-01	-1.146849993000000012e+00	-2.344956004999999788e+00	3.355129070999999796e-01	-5.756890575999999982e-01
-1.924670491999999900e-01	-8.754104950000000107e-01	-7.570519156999999666e-01	-2.518899499999999847e+00	-1.552438554000000082e+00	-1.242532530000000079e+00	3.997994044000000025e-01	-7.483058446000000474e-01	-1.411436936999999947e+00	-6.732003804999999730e-01	2.509082014999999832e-01	-1.002546944999999967e+00	-1.262208784000000028e+00	-1.178663419999999906e+00	1.985987462000000092e-01
-1.482455786999999914e+00	1.802311632999999969e-01	2.021668344000000062e+00	-1.733249870999999942e+00	1.654449996000000034e-01	5.503840316000000454e-01	-1.351617550999999917e+00	-1.920612838999999905e+00	-1.027927400999999907e+00	-1.679052822000000056e+00	1.925335934999999887e-01	-2.441339060999999921e-01	-1.602183093000000058e+00	-3.479256855999999787e-01	6.429600559000000493e-01
-1.576123793000000051e+00	-7.635377127000000375e-01	-2.813218066000000017e-01	-7.708226835000000499e-01	-1.584789503999999960e+00	-4.353715266000000028e-01	1.347483363000000045e+00	-1.316258520000000098e+00	-7.497256195999999484e-01	-1.263778510999999938e+00	-8.940043766999999919e-01	-3.491090041000000088e-01	-3.882049712999999791e-01	-1.082876144000000096e+00	-7.248333300000000534e-01
-1.323201225999999897e+00	5.205722716999999777e-02	1.706936900000000090e+00	-2.067869525999999902e-01	3.746231749000000222e-01	8.560371748999999753e-01	-6.987802745000000204e-01	-1.146793205000000038e+00	2.926777817999999809e-01	-1.069376990000000083e+00	-1.487267805000000109e+00	-7.994406682000000375e-01	-1.520140392999999923e+00	-1.540068159000000103e-01	-2.695537172999999953e-01
-3.643659583000000146e-01	-1.720947569000000066e-01	-8.270083449999999781e-01	2.143774978000000109e-01	-1.217751159999999944e+00	-9.693543397999999645e-01	1.044243446000000075e+00	-8.255415928999999542e-01	1.141506357999999999e+00	7.986935097000000261e-02	-2.826712436000000106e-01	-6.052517021000000108e-01	-1.202191090999999989e+00	-1.849626819000000033e+00	-6.829403250000000147e-01
-2.960464210000000040e-01	-3.556937017999999701e-02	1.619169783999999890e+00	-6.397820311999999898e-01	1.145564191000000009e-01	1.603087032999999939e-01	-8.864736965999999718e-01	-8.284813214999999786e-01	1.233326289999999936e+00	-5.524727454000000204e-01	-1.164886459000000096e+00	1.161553102000000059e+00	-4.123614063000000107e-01	-8.122259864999999968e-01	-6.091170109000000332e-01
-1.680504822999999981e-01	1.548411820999999966e+00	-1.436606013000000015e+00	-8.272051511000000357e-01	-1.659552139999999898e-01	-3.121924837999999758e-01	1.956017962999999915e-01	-8.756374491999999732e-01	6.260409358999999840e-01	-4.824986727999999725e-01	-1.279795873000000028e-01	-1.266742439999999914e-01	-4.314733263000000152e-01	-3.265329115999999754e-01	-1.688721351999999953e-01
-1.253207184000000030e-01	-6.476208433999999792e-02	5.499199594000000468e-01	-1.000490569000000107e+00	1.345953493000000001e-01	4.791472431000000087e-01	-9.551424022000000180e-01	-5.037169082000000353e-01	7.508675277999999897e-01	-2.567474428000000031e-01	1.404053710999999982e+00	1.230570868000000040e+00	-4.061952786999999954e-01	-1.078236258000000003e+00	-7.058666048999999720e-01
