-1.273864907000000102e+00	6.870679614000000379e-01	-3.225306955999999725e-01	5.363090403000000395e-01	-4.599628069999999735e-01	2.104230718999999805e+00	-1.025487253000000099e+00	8.206696260000000132e-02	5.580506614000000365e-01	-9.337657887000000434e-01	1.709658565000000019e+00	-5.475407663000000369e-01	4.900579899999999989e-01	4.868112218999999796e-01	5.182827505999999529e-01	-2.107887863000000028e-01	-2.254150929000000136e+00	-5.450414431999999788e-03	-3.393590779999999807e-02	-6.983201367000000381e-01	-1.328652844999999916e+00	-1.108133725999999930e+00	-7.904718508000000421e-01
-1.414575050000000056e+00	4.891358128000000138e-01	-1.085564573000000088e+00	-7.947196616999999685e-01	5.189232688999999565e-01	2.521818432999999970e+00	-1.037866361999999931e+00	1.054483806999999967e-01	-1.984589468000000023e+00	1.613492581999999897e+00	2.015691100000000180e+00	1.115285830999999950e-01	1.499363355999999925e+00	-9.067243534000000160e-01	1.365884169999999898e-01	-8.305165325000000154e-01	3.909557355000000123e-01	5.159028098000000284e-01	7.227169842000000233e-02	1.060448041999999980e+00	5.025974627000000250e-02	-4.098104182000000262e-01	-2.560545485999999801e-03
-1.604501643999999949e+00	1.526750718000000062e-01	-2.565899488999999756e-01	9.833213115000000171e-01	5.027521772999999916e-01	1.513886037000000018e+00	-1.145021574999999903e+00	1.889130143999999956e-01	5.475819904999999765e-02	-6.689996327999999659e-01	8.425043031000000182e-01	-5.183185838999999628e-01	-5.278865875999999568e-01	-1.743019316999999901e+00	2.312189944999999969e-01	-1.151145545000000103e+00	2.079908536000000030e+00	1.898653346999999991e-01	7.599747761999999796e-01	1.260823117000000049e-01	2.996829977000000089e-01	-8.497012117000000142e-01	-1.069046058000000077e+00
-1.579255823000000003e+00	4.707320282999999939e-01	-1.285092721999999910e+00	-8.386916065999999725e-01	6.699584122999999725e-01	1.101331918999999937e+00	-1.099645113000000007e+00	1.058160100999999909e+00	-9.905089526999999450e-01	5.937004238999999961e-01	-6.720775292000000234e-02	5.713363567000000476e-01	1.458834385000000067e+00	-9.776090188999999597e-01	-5.736918641999999569e-01	-1.545903430000000078e+00	2.149687242999999803e+00	-8.891949060999999599e-01	6.340861691999999383e-02	5.968425573000000206e-01	1.422971972999999890e+00	-1.493019595999999893e+00	-4.107506749000000013e-01
-1.350796172999999989e+00	6.016100030000000043e-01	-5.039503543000000141e-01	5.885277305999999653e-01	2.082061796000000131e-01	1.059555650999999932e+00	-1.336622329000000109e+00	3.211264809000000109e-01	1.169759441999999927e+00	-1.109205835999999890e+00	-4.053887668999999749e-01	-1.057254152000000058e+00	3.090294899000000095e-01	-1.369845884000000069e+00	-1.226753203999999958e-01	-6.479118885000000327e-01	6.018830375000000510e-01	-6.532882639999999519e-01	1.027190484999999986e+00	-3.564202522000000095e-01	6.019825550999999830e-01	-1.550137598999999922e+00	-1.121497935999999918e+00
-1.222245655999999903e+00	8.580122541000000380e-01	-5.357539414999999972e-01	-1.370464040999999966e+00	-5.048982632999999831e-01	-4.034521540000000212e-02	-1.047768409999999983e+00	4.007913023999999935e-01	-1.481653051000000110e+00	7.969947371000000169e-01	-1.379707130999999976e+00	-7.268815744000000079e-01	1.495439624999999939e+00	-1.094052825999999978e+00	-2.359529808999999978e-01	-2.887195094000000184e-01	-4.115515940000000206e-01	-9.821448472999999568e-01	1.831662890000000099e-01	1.342066473000000038e+00	1.538950098000000100e-01	-4.605463115999999801e-01	-4.381007257000000266e-01
-1.192301561999999926e+00	6.965697919000000127e-01	-5.202071592000000466e-01	6.941771512000000088e-01	4.548970546000000170e-01	4.093490685000000240e-01	-6.972842581999999512e-01	-4.382156560000000090e-02	-4.280643298999999846e-01	-1.165940989000000094e+00	-2.306126447000000024e+00	-5.572032300000000493e-01	-5.861320639999999527e-01	-1.332406154000000065e+00	4.155443413000000086e-01	-4.631119508999999995e-02	-1.620142385000000074e+00	3.146158615999999908e-01	3.490871627000000088e-01	8.383436962000000436e-01	-8.497897842999999618e-01	-5.276946881999999839e-01	1.395121260999999890e+00
-1.343623000000000012e+00	1.103385612000000069e-03	-1.141630767999999962e+00	-6.895108240999999749e-01	-1.352774646000000081e+00	1.397471914999999898e+00	-4.227716437999999854e-01	6.949977311999999685e-01	-1.337801833000000107e+00	-5.697456865000000148e-01	-1.504448846999999923e+00	1.264330189999999909e+00	4.645971655000000200e-01	4.149897987999999760e-01	-7.074404035000000368e-01	-1.223283531000000091e+00	-2.141384448999999801e+00	-3.622993755000000204e-01	8.889697513000000342e-03	9.501006387999999525e-01	5.074979592999999678e-01	1.047830466999999932e-01	-9.727627157999999552e-01
-1.457778801999999985e+00	-5.647881796999999482e-01	-1.803244202999999990e+00	1.019229096999999973e+00	6.817053534000000470e-01	1.308108615999999946e+00	-2.379571772000000085e-01	1.935130315999999961e-01	4.606455239999999729e-01	-7.946060777000000241e-01	-3.171071281999999769e-01	1.108281611000000000e+00	-6.230810474000000321e-01	9.113119722000000422e-01	-7.033892282999999468e-01	-2.513785304999999859e+00	-1.032074651000000065e+00	-3.285542104999999991e-01	-2.445328922999999988e-01	3.086807331000000154e+00	-4.917571248000000006e-01	-7.583885446000000474e-01	1.595825014000000097e+00
-1.644100246999999904e+00	-3.994564230000000049e-01	-1.147117866999999958e+00	8.343458973999999806e-01	-3.587844338000000244e-01	-3.045419428000000206e-01	9.562695387999999852e-01	-1.596467857999999962e-01	5.769269761999999968e-01	-5.290253165999999618e-01	6.875703852000000227e-01	6.038254740999999814e-01	1.807965006999999957e+00	1.232713426999999973e+00	1.019452547999999958e-01	-2.335903143999999987e+00	-4.327985777000000200e-01	-3.228250799999999865e-01	6.703059251999999857e-01	9.083772183999999639e-01	4.478946983000000048e-01	2.209052278999999785e+00	-2.140608355999999990e+00
