-2.414030840000000122e+00	-4.342762293999999912e-01	-8.826899995000000443e-01	-8.305989366999999568e-01	-3.517918695000000207e-01	1.913651785999999966e+00	6.731396937000000413e-01	6.314384138999999951e-01	-1.065983713999999916e+00	-2.157015063999999926e-01	-6.698140179999999555e-01	-4.138202322999999794e-01	-1.189564271000000062e+00	-1.996492460000000024e-01	1.206022544999999946e+00	-8.501907700999999928e-02	1.689248944999999891e+00	2.643824679000000177e+00	-9.660731496000000140e-01
-2.258186878000000064e+00	-9.073265064000000102e-01	1.474538716000000083e+00	-1.528251741999999969e-01	1.431146688999999916e-01	1.305039003000000086e+00	-1.404362406999999924e-01	4.826463785999999812e-01	-1.078272954000000006e+00	-5.474288425000000124e-01	-1.745853115999999872e-01	-1.036677227000000062e-01	5.167016976000000233e-02	-4.669842108000000214e-01	1.668821016000000101e+00	3.361200151000000302e-02	1.675615201999999915e+00	2.289752859000000029e+00	-1.247126766999999914e+00
-1.660298880000000032e+00	8.489292344000000101e-01	6.156590946000000120e-01	4.392123908000000188e-01	1.380052249000000009e+00	-9.198307743000000425e-01	-1.573975015000000033e+00	-1.613713330000000057e-01	-7.749547458000000111e-01	1.216414757000000013e-01	5.458627356000000062e-04	3.076800953000000116e-01	-5.127175978000000356e-01	-4.683426647999999748e-01	1.322413701999999969e+00	1.139239067000000105e+00	3.335921347000000203e+00	1.214659971999999977e+00	-1.199267284000000044e+00
-1.355278419000000012e+00	-1.539483710000000005e-01	-1.590477042000000063e+00	2.051844314000000058e-01	1.822677533000000016e+00	-5.751894387999999525e-01	2.755893140000000019e-02	1.707055363999999964e-01	-4.095594161000000177e-01	2.256949182999999914e-01	1.230467624999999954e+00	-1.385134351999999902e+00	-7.605204044999999691e-02	1.344014046000000073e+00	7.873772617999999501e-02	1.007961010000000046e+00	9.255109206999999616e-01	1.117120550000000101e+00	-2.381805828000000125e-01
-1.468553395999999900e+00	-9.284539766999999610e-01	-1.622845270000000006e+00	-1.524133422000000015e+00	1.141036340000000093e+00	8.344164263000000137e-01	4.203599669000000066e-02	-6.053747119000000287e-01	-1.751484617000000021e+00	4.303779278000000041e-01	1.079262629000000029e+00	-1.386032708999999974e+00	5.383340313000000155e-01	-5.575560869000000253e-01	-9.861796112999999808e-01	-6.062971945999999779e-01	3.292664463000000152e-01	1.005031683999999981e+00	-1.812565093000000072e-01
-1.733593865000000012e+00	-1.042717375000000057e+00	9.618879546999999919e-01	-1.066915161000000056e+00	9.567156353000000335e-01	4.802073128000000080e-01	-3.466976261999999975e-01	-8.251436714000000006e-01	-6.973599013000000291e-01	8.923285504000000312e-01	-1.977931271000000102e+00	1.101064947000000016e+00	3.843438916999999955e-01	-1.984581246999999937e+00	-5.922532580999999990e-02	-3.391409345999999991e-01	6.583979806999999684e-02	1.926507192999999951e+00	6.413757028000000027e-01
-6.795549421000000034e-01	1.482466445000000022e+00	-2.722385360999999837e-01	-7.929088212999999552e-01	2.616151479000000002e+00	-6.094572317999999989e-01	1.189455710999999916e+00	2.080759651000000099e-01	-2.211127308999999985e-01	4.936230512999999903e-02	2.062668792000000029e-01	7.786499353000000401e-01	4.391749488999999729e-01	6.047117453999999864e-02	-1.746367221999999941e+00	-1.061200775000000068e-01	1.549335689999999932e+00	1.121175763000000103e+00	1.794647315000000021e-01
-1.360101036000000096e+00	1.806227110000000025e+00	2.950829782000000123e-01	-1.465233553000000022e+00	1.477682092000000003e+00	-8.959395117999999769e-01	1.049194669999999920e-02	3.385393470999999987e-01	-2.045471652999999890e+00	-5.350677115000000011e-02	6.746783777000000537e-01	9.361553477999999817e-01	5.286163389000000379e-01	-1.343684754000000092e+00	-1.984209458999999898e+00	-3.520591237999999845e-01	1.860362479999999874e-01	-1.268595176999999907e+00	-2.533541909000000203e+00
-1.260989313000000056e+00	1.313367592999999944e+00	-4.594833457999999982e-01	3.233890115999999981e-01	7.698192055999999450e-01	-1.327117633000000074e+00	1.502584557000000043e+00	-3.397177195000000149e-01	-3.695099606999999731e-01	8.686090034000000237e-01	-2.167445457999999991e+00	-5.280044866999999975e-01	-5.555843700999999468e-01	-5.088235261000000342e-01	3.325736912999999739e-01	3.559558777999999868e-01	1.087008114999999941e+00	-1.071372352000000028e+00	-7.940726857000000027e-01
-7.232055438000000169e-01	-6.287593551000000280e-01	5.256705001000000488e-01	2.000089320999999920e+00	1.527231511999999958e+00	1.131852480999999910e+00	9.648695715999999756e-02	6.556788195999999624e-01	1.334593456999999983e+00	7.732230920999999535e-01	1.559945406999999895e-01	-1.954409041999999985e+00	-1.722356714000000011e+00	1.493510952000000058e+00	-7.162423372999999760e-01	8.690554763000000182e-01	-5.869141216000000050e-01	-3.991063235000000264e-01	-4.400120951000000002e-02
