-2.418856696999999834e+00	-3.036398151000000212e+00	5.247977016999999522e-01	8.524420041000000392e-01	-9.511117163000000208e-01	4.764851782000000258e-01	-1.789171306000000072e+00	-1.164304017000000080e+00	-3.409633564999999811e-01	2.588717974000000144e+00	8.817410744000000467e-01	-1.421640325999999899e-01	-4.575682133000000262e-01	-6.167063349000000416e-01	3.258873889000000190e-01	4.403728336000000132e-01	1.053514867999999938e+00	-3.520684907000000141e+00	8.342435379000000262e-02	-7.233550497999999829e-01	-1.156139824999999899e+00	-2.959842607000000014e-01
-2.313597600000000032e+00	-2.963875149999999792e+00	5.413395853000000368e-01	9.944052464999999508e-01	-1.224857215000000110e+00	5.813689141000000227e-01	1.052512187999999904e+00	-1.731461018999999935e+00	-1.201853987000000012e+00	2.431029725000000141e+00	1.395512193000000067e+00	-6.339133329999999678e-01	-7.498928090999999740e-02	-7.055062273000000106e-01	-4.252005460000000125e-01	1.406427622000000044e+00	6.254219901999999998e-01	-8.979147651999999646e-02	-2.997687180999999979e-01	-2.925625887000000147e-01	-3.297212149000000037e-01	8.273074969000000500e-01
-2.308508239000000017e+00	-2.908551494000000126e+00	4.978549206999999810e-01	1.033697585999999946e+00	-1.301342113000000023e+00	2.215481356000000013e-01	1.323770901000000055e+00	-1.477724271000000034e+00	-1.388082800999999922e+00	6.543380221000000274e-01	7.071086865000000277e-01	-9.762863222000000007e-01	-2.525373846999999783e-01	-1.169119671000000027e+00	-1.215559712000000014e-01	1.263813904000000043e+00	1.959216128999999862e-01	-1.698357702000000025e+00	-2.457710513999999957e-01	-1.260521972999999907e+00	5.867189158000000182e-01	-3.165127973999999900e-01
-2.250516509000000109e+00	-2.929968679999999992e+00	2.232800993999999872e-01	6.908692843999999500e-01	-9.691634425999999802e-01	8.879742022000000276e-03	1.653623062000000088e+00	-1.344150256999999904e+00	-1.248848960999999980e+00	-5.050926624999999698e-02	1.092223356999999950e+00	-9.102483166999999487e-01	-8.689744843000000163e-01	-1.607653924999999928e+00	-7.555553023000000090e-01	1.142032973000000062e+00	5.784531491000000081e-01	-6.650029761000000317e-01	-7.368736329999999723e-01	-7.139663617999999490e-01	6.005687162999999718e-01	1.423848196000000010e+00
-1.861219100000000015e+00	1.583027640999999930e+00	2.020348244000000015e+00	2.673341215000000215e-01	1.756383846999999943e+00	1.846601967000000011e-01	1.113238855000000083e+00	-6.274900343000000547e-01	-1.479331340999999966e+00	4.947168577000000123e-01	3.996987379000000118e+00	-5.063965164000000518e-01	-5.330568339000000266e-01	-6.981763751999999768e-01	-1.402043847999999981e-01	5.873696352999999704e-01	1.249629015000000010e-01	-1.237799824000000104e+00	1.259778426000000007e+00	-7.091672758000000520e-01	7.421536984000000059e-01	1.856659191000000098e+00
-1.190115266000000060e+00	8.247339324000000360e-01	2.557608193000000085e+00	-1.021817302000000094e+00	-1.910322877000000114e-02	-2.980103956999999859e-01	-8.698162043999999593e-01	6.444784872000000053e-01	-2.331217318000000094e-01	4.440178868999999917e-01	1.237098400000000042e+00	-1.443000627000000091e-01	8.140452510000000252e-01	1.219658426999999934e+00	1.038017466000000111e+00	-1.151829105999999936e-01	3.336200666999999953e+00	-3.447743208999999864e-01	-5.871605129000000423e-01	4.020979241000000037e-01	1.834170190000000034e+00	-1.053661122000000006e-01
-1.221264614999999942e+00	4.723568305999999994e-01	2.250273952000000133e+00	-6.505185106999999967e-01	-8.036371405000000134e-01	-9.646608618999999996e-01	-1.952166929999999967e+00	7.568795940000000444e-01	-2.417907534000000025e-01	6.285883600999999654e-01	-3.539193814000000243e-02	-3.234255719999999945e-01	5.375254445000000186e-02	8.942709540000000346e-02	2.599321177999999843e+00	8.683035061999999638e-01	1.048803562000000023e+00	9.541526103999999897e-01	1.458775881000000038e-02	-7.321245401999999514e-01	-2.912443035000000235e-01	-1.537898302000000106e+00
-1.070662146999999953e+00	3.790901926999999949e-01	1.514614571000000076e+00	3.742435812000000084e-01	-1.311609953999999911e+00	-1.025738132999999941e+00	-2.139302788999999816e+00	1.101901325000000043e+00	-9.092139660000000401e-01	-7.726187690000000385e-01	1.298691046999999876e-01	-6.735002821000000139e-01	-8.960338689000000301e-01	-1.108091468000000024e+00	-7.357452677000000385e-01	7.416470321999999449e-01	-3.207355655999999944e-01	-3.417772141000000041e-02	-5.677262763000000545e-01	-4.793275967999999776e-01	1.029148178999999969e-01	-2.025470810999999927e+00
-9.846795621999999693e-01	6.099563381999999478e-01	9.806193082999999922e-01	8.861942506000000108e-01	-1.522866988000000088e+00	-4.484726229000000064e-01	5.912460153999999912e-01	8.746634670999999805e-01	-8.189911396000000288e-01	-1.466818779000000017e+00	7.502291416999999629e-02	-2.338161720999999971e-01	-3.369699070000000130e-01	-1.957424288999999984e+00	-1.041822073999999931e+00	-8.429326850000000426e-02	-1.591501421000000027e-01	2.978305140999999972e-03	-2.132610580999999783e+00	3.307501233999999846e-01	1.018138345999999972e+00	-1.072578806000000107e+00
-8.081245244000000438e-01	6.138724461000000243e-01	1.104033833999999992e+00	-5.099217898000000249e-01	1.042315161000000101e+00	9.224360368999999782e-01	3.161680283000000147e-01	9.179684487999999476e-01	-9.979345791000000521e-01	-2.835065742999999805e-01	-4.770639395999999866e-01	1.843508321000000061e+00	3.519046048000000204e-01	9.429429096000000454e-01	-6.315159649999999569e-01	-3.760973184999999996e-01	-7.512684122999999659e-01	8.742903590999999697e-01	-9.327815497000000455e-01	5.778502010999999605e-01	-4.394982857999999992e-01	1.899992796000000039e+00
-6.400391388999999709e-01	4.862345127000000100e-01	8.373347424000000538e-01	1.677556217000000016e+00	-5.374554474999999609e-01	2.047429547000000127e+00	1.472055865999999935e-01	1.146188431999999979e+00	6.529284265999999448e-01	7.995417803000000045e-01	-1.006545355000000086e+00	-4.403280755000000268e-01	7.284197817999999991e-01	3.769138499999999947e-01	-7.774654099000000151e-01	-5.824491964999999744e-02	5.188244050000000440e-01	5.925559920999999841e-01	-1.740923621000000088e-01	-6.576498923000000281e-03	3.870339121999999965e-01	3.982368447999999894e-01
-3.232381483000000277e-01	6.842346250999999935e-01	2.415264303999999917e-01	2.517297651000000025e-01	9.474604428999999772e-01	6.710871368999999920e-01	1.339009185999999962e+00	1.047037773000000005e+00	-6.011877240999999872e-01	2.188047479000000184e+00	-1.095579520999999890e+00	-1.238601623000000096e+00	-7.428050853000000009e-01	2.998922126999999938e-01	1.177937267000000038e-01	-2.454859346000000109e-01	-7.025700371999999971e-01	-2.084760732000000005e-01	-2.144970982000000137e-01	-1.066556681000000006e+00	1.085982444000000102e+00	-3.376953489000000252e-01
