1.829064543000000098e+00	2.557714877999999747e-01	2.112692088999999829e+00	-1.238168807000000093e+00	-9.790014522999999913e-02	-1.665851439999999961e+00	1.203248392999999999e-01	7.748470799000000131e-01	-6.773200240000000205e-01	-5.798743785000000095e-01	-7.042907534000000247e-01	-1.156376781999999936e+00	-7.464025791999999715e-01	1.922173652999999982e+00	-7.269106021000000251e-01	-1.418772297999999932e+00	-1.136894148999999965e+00	-6.101163599000000159e-01	-1.210375199999999957e-01	1.352479047000000045e-01	1.494790966999999915e+00
1.996767124000000004e+00	3.542420753000000144e-01	1.263935084999999958e+00	-2.696694499999999772e-01	7.847485669999999525e-01	-6.798588813999999481e-01	-9.787198818000000244e-01	-1.124749975000000068e+00	1.017586788999999964e-01	1.335535034999999926e+00	-1.201271810999999939e-01	-8.597112086999999514e-01	8.063009025999999801e-01	-2.868985278999999777e-01	-5.803971505999999669e-01	-2.687278724999999854e-02	8.777176473000000145e-01	-2.176878372000000006e+00	-9.435894276999999830e-01	1.811101587000000013e+00	1.626082537000000050e+00
1.513414140999999935e+00	5.092658903000000237e-01	1.282131804999999902e+00	-3.049815020000000154e-01	-5.071985146999999916e-01	-1.188103133999999894e+00	5.101696144999999794e-01	1.046296131000000074e+00	-1.273726533999999910e+00	-7.364882012000000255e-01	2.673507430000000018e-01	-5.274696650999999986e-02	-6.507047413000000002e-01	-1.682592615999999985e+00	-1.134986741000000077e+00	2.435530458000000065e-02	1.998430495000000029e+00	-1.275939238000000087e+00	5.643025168999999952e-01	-4.991441831999999801e-01	-7.797036652000000068e-02
1.810970674000000002e+00	4.775852044000000185e-01	1.265748066000000005e+00	-2.130893499000000024e-01	1.567914476999999973e+00	-8.108518632000000226e-01	-1.381681254000000081e+00	-7.900865344999999929e-01	6.107970273999999700e-01	9.510479043999999771e-01	-2.900946694000000048e-01	2.596352321000000019e-01	-6.391923248999999974e-01	-1.731800251999999984e+00	-5.430278510000000058e-02	6.681401236999999771e-01	-5.145927934999999787e-01	-5.382799407999999675e-01	-1.202962547999999909e+00	-1.111715144999999953e-02	-1.636534393999999892e+00
1.015062053999999936e+00	-1.788783892000000098e+00	1.169909550000000076e+00	9.958472153999999854e-01	6.948993272000000276e-01	-2.384001507000000075e-01	1.093757920000000050e+00	-4.069889199000000235e-01	-4.820064828999999773e-01	-1.670154087000000009e+00	1.986135145000000046e-01	-1.414493828999999980e+00	-7.951270471000000395e-01	-1.701701163000000072e+00	9.914151808000000177e-01	-1.066960463000000026e+00	-6.608585409999999660e-01	-1.450737267000000053e+00	-3.427195138999999946e-01	4.959966182000000168e-01	9.646095773000000484e-02
7.153337391999999850e-01	-1.607137333000000057e+00	1.037509513999999911e+00	-6.742383975000000307e-01	-6.715555071000000043e-01	-1.253718762000000098e+00	8.020830075999999531e-01	1.004874207999999935e+00	-7.827595130000000179e-01	-7.581009108999999802e-01	-2.691667987000000151e-02	-7.193937588000000050e-01	-1.010871145000000020e-02	8.350304367999999977e-01	7.516128359999999509e-01	1.496480408000000040e+00	-1.211713843999999984e-01	-2.229388478000000062e-01	-3.649158647999999894e-01	-1.118230432999999940e-01	-5.076734376000000548e-01
7.414905494000000319e-01	-1.722975498999999910e+00	8.791869352000000193e-01	-1.083492144999999907e+00	-1.109240540999999913e+00	-1.769177529000000026e+00	1.231211218000000107e+00	9.981915700000000280e-01	-1.096862358000000093e+00	-2.860862397000000223e-01	1.750375600000000087e-01	-3.299257984999999782e-01	-2.823606609000000045e-01	-1.195478993999999906e+00	-7.061812907000000195e-01	2.049402983999999872e+00	-5.157616887000000538e-01	-2.871295618999999966e-01	-8.722841835000000321e-01	1.349451808000000086e-01	-7.043243231000000382e-01
1.084226005999999964e+00	-1.690838132000000105e+00	4.245332533000000241e-01	-4.825629297999999845e-01	-1.222225064999999944e+00	-1.310612217000000079e+00	2.927416409999999969e-01	8.677209929000000432e-01	-4.871826033000000167e-01	-5.233438622999999623e-01	2.942614021000000135e-01	-1.241144821000000009e+00	-7.754020973999999899e-01	-4.400448512999999839e-01	-8.331871122999999768e-01	1.401840776000000011e+00	-2.223430795000000126e-01	-1.571945385999999889e-01	-2.745820763999999858e-01	3.709266399999999742e-01	-1.348118819999999940e-01
1.428058835000000082e+00	-1.407945207000000032e+00	-1.056451065000000022e-01	-3.104188294999999931e-01	-1.100193387000000023e+00	-8.832860213000000016e-01	1.776320181999999914e-01	8.731829383000000444e-01	-1.840097947999999872e-01	-8.543877481999999635e-01	5.814831008999999939e-01	-4.807446483999999742e-01	-3.566800014000000019e-01	1.493795369000000095e+00	-1.237141110000000044e+00	1.252061462999999986e+00	1.060016448000000056e+00	1.324869671999999943e+00	1.255067737000000072e+00	-3.529783105999999976e-02	-7.459323517999999487e-01
1.134105364999999921e+00	-1.387348191000000064e+00	-4.550531099999999829e-01	-5.043184254000000477e-01	1.443790337999999895e+00	1.238680218000000055e+00	-1.494135988000000026e+00	-9.569990348000000369e-01	3.689260053999999789e-01	1.019492384999999945e+00	2.156922581000000061e-01	1.531538003000000092e+00	1.298113714999999946e+00	5.841382996999999744e-01	-1.048113905999999984e+00	-5.644380927000000048e-01	7.971042064000000149e-01	1.481891569000000075e+00	5.145327880000000187e-01	6.228136131999999492e-01	-1.348571004999999934e+00
