9.325471325999999950e-01	-1.250816594000000004e+00	1.232604828999999957e-01	-9.148009842000000003e-01	1.674338912999999929e+00	1.755469433000000024e+00	-1.670572783999999977e+00	-1.739418271999999988e+00	-2.463266554999999913e-01	-8.264084345000000109e-02	7.896058261999999717e-01	-1.560578387999999928e+00	-1.577058575999999990e+00	1.241000215999999989e+00	-4.784022498000000123e-01	1.022158236000000109e+00	-6.030195273999999772e-01	3.159576888000000250e-01	-1.495079572000000079e+00	4.670773770000000158e-01
-5.786921473999999677e-01	-1.303500067000000096e+00	-2.486869365000000109e-01	1.366168942000000053e+00	1.596406144999999999e+00	8.374688342999999646e-01	-1.741525838999999909e+00	-1.119676179000000049e+00	6.078940572000000042e-01	-1.973726037000000100e-01	-1.123557103000000001e+00	-1.307462090000000021e+00	-1.545400217000000076e+00	1.739991220000000061e+00	-4.329565276999999823e-01	1.849208151000000022e+00	-8.921460594000000244e-01	-6.884932514999999587e-01	7.978179585000000351e-01	-5.325263782000000390e-01
3.871875007000000202e-02	-3.449757433999999789e-01	-7.247246942999999719e-01	-1.107476039000000023e+00	2.050599989000000123e-01	7.618801745000000070e-01	-1.425293726000000039e+00	-7.548426391000000457e-01	1.101350881999999948e-01	5.322147994999999465e-01	5.716212415000000435e-01	-6.572774164000000363e-01	3.921947512999999774e-01	4.010928256999999886e-01	-6.108635929000000298e-01	9.838357119999999734e-01	-2.083378113000000087e-01	1.788569346000000060e+00	8.820291941000000246e-01	-1.914525685000000088e+00
-5.886454098000000190e-01	-9.175249274000000232e-01	8.726814984999999858e-01	6.287678732000000492e-01	5.958226575999999719e-01	-4.912303098999999673e-02	-7.791471496999999857e-01	-5.304802008000000235e-01	-1.087406429999999924e+00	-5.094796374000000183e-01	-1.536541954999999904e+00	6.366542549000000495e-01	4.085424139000000121e-01	1.107525305000000015e+00	-1.277652122999999973e+00	1.967232067999999945e+00	-2.175938182999999915e-01	1.166591334999999896e+00	1.228521868999999933e+00	-9.575197928999999997e-01
-1.303908794000000038e+00	-3.867581898999999934e-01	-6.184642587999999996e-01	-1.454545003000000003e+00	3.788387398999999989e-01	6.445257711999999861e-01	-2.280215332000000081e-02	-7.648062812999999460e-01	7.628958133999999558e-02	-1.256940825999999900e+00	-6.071087644999999533e-01	7.710057810999999539e-01	3.023550480000000151e-01	-2.118070404000000073e-01	2.803715263000000069e-01	1.443331367000000087e+00	7.837939025000000282e-01	9.672929066000000020e-01	4.235133714000000049e-01	-1.023831984999999944e+00
8.030018300000000275e-01	4.310611872999999816e-01	-6.347482937999999741e-01	-1.552134754999999977e+00	2.144427440999999990e-01	3.829308542999999787e+00	2.531253228000000188e+00	-1.458810837999999999e+00	1.336045529999999870e-01	-1.650246386000000065e+00	8.243592320999999501e-01	3.494645836999999977e-01	-5.734297562000000292e-01	-2.110122262999999943e-01	3.247862376000000273e-01	1.133499822999999962e+00	1.840971210000000025e-01	-4.358090637999999933e-02	2.461554270000000155e+00	3.708905459999999876e-01
4.248110361999999918e-01	8.857377244999999899e-01	-4.475894256000000071e-02	-1.280204474000000037e+00	-1.001653549000000032e+00	1.677252785999999940e+00	3.856813646999999734e-01	4.038170138000000131e-01	2.212892977000000094e+00	1.049162782000000016e+00	-2.173521448000000078e-01	4.566836472999999952e-01	1.647784745999999911e+00	-9.118455923000000352e-02	3.292837458000000161e+00	1.822130856999999993e-01	-4.755309556000000271e+00	1.434774744000000046e+00	1.617481468999999894e+00	1.595777337999999990e+00
3.847590815999999969e-01	-3.559709072999999724e-01	-2.653572403000000191e-01	-1.804769090999999992e-01	-1.449913589999999974e+00	9.120122805000000499e-01	-1.137097003000000051e+00	8.092992576999999965e-01	1.589035490000000106e+00	6.015395921999999729e-01	-6.748558941000000200e-01	2.013389319999999927e+00	-2.844610329999999743e-01	-6.686477442999999576e-01	2.868570837000000040e+00	-5.097644311000000261e-01	1.787778912999999914e+00	-4.255975462000000098e-01	8.709964674000000295e-01	1.045909924000000046e+00
2.393206286999999932e+00	-4.793925264000000186e-01	8.885331477000000255e-01	-5.349260442000000060e-01	-1.711655611999999937e+00	3.826556492000000032e-01	-1.613685451999999909e+00	2.811180149999999989e-01	-1.508674271999999927e+00	-8.765203314999999717e-01	3.099527154000000229e-01	3.803878021000000054e-01	-9.442896759000000140e-01	-2.839522661000000170e+00	1.593372943000000097e+00	-1.095548490999999958e+00	-5.492502904999999602e-01	-2.958088909999999849e+00	-1.297480232000000067e-01	-1.282778047000000088e+00
-7.599463560000000451e-01	3.542294646999999963e-01	-7.045296413999999618e-01	1.336789328999999915e+00	-1.560854713999999976e+00	2.432858555999999894e-01	-1.735011657999999901e+00	-1.573809258999999905e+00	-4.978458881999999752e-01	-1.197922380000000064e+00	-1.066549283000000070e+00	-1.919646206999999993e+00	-7.374575710999999867e-01	-8.671986522000000308e-01	1.467613368000000029e-01	-1.480546034000000122e-01	-8.034995171000000047e-01	-1.959350348000000075e+00	-9.181068278999999777e-01	-3.667317250000000084e-01
